122,1,1617.2683713603315,3,This item is perfect
123,12,1076.8935811571548,7,This item is awful
124,50,1769.0399165180602,14,This item is good
125,5,1748.6772791103754,2,This item is great
126,26,539.5671431806783,1,This is what I want
127,44,1091.758688699321,4,This item is good
128,20,1198.9183825204716,13,This is what I want
129,22,1986.200683899932,11,This item is awful
130,20,576.9211565080581,4,This item is not bad
131,14,1000.0130551269941,7,This item is perfect
132,10,348.60658418749006,1,This item is great
133,15,1796.052650960426,2,This item is not bad
134,38,1930.5305096338755,7,This item is great
135,46,1636.1772267142726,7,This is what I want
136,35,1878.4594616040874,2,This item is awful
137,6,884.2435200142571,9,This item is good
138,45,72.15822044300498,11,This item is perfect
139,10,1712.0688231379477,9,This item is perfect
140,46,111.01367456112801,7,This is what I want
141,31,1234.3770084889982,6,This is what I want
142,12,1289.4146841699373,7,This item is not bad
143,43,1363.8274650039225,2,This item is perfect
144,14,312.95085010277404,13,This is what I want
145,9,1566.293355858257,11,This item is great
146,20,735.933783017935,7,This is what I want
147,17,574.5076517599753,14,This item is awful
148,35,1062.9883071920365,11,This item is great
149,6,1982.7413113503571,15,This item is perfect
150,38,1211.7754080995726,3,This item is great
151,49,1197.663460281771,11,This item is great
152,7,913.5521535694868,11,This item is awful
153,41,1599.1074593147541,9,This item is not bad
154,2,749.6106132831808,13,This item is not bad
155,24,1299.301944321963,5,This item is great
156,49,1129.7216471688944,10,This is what I want
157,22,405.37701000774973,1,This item is good
158,4,1175.995966290603,8,This item is good
159,49,848.5362281647558,3,This item is perfect
160,43,1239.9127284060894,4,This item is great
161,25,1950.8493428694735,9,This is what I want
162,46,207.87265471697629,15,This item is not bad
163,34,1514.348146849432,15,This is what I want
164,34,1000.0853986825308,6,This item is great
165,41,1689.9061725166016,13,This is what I want
166,18,682.3068552868457,8,This item is awful
167,16,213.2071365438679,12,This item is perfect
168,45,1036.388158613743,13,This item is awful
169,24,1867.2558132606362,3,This item is awful
170,42,342.8087098454704,11,This item is not bad
171,48,1620.4122711410184,13,This item is great
172,16,1022.1762199409216,11,This item is awful
173,50,1966.0837512981018,9,This is what I want
174,1,946.4884601531578,5,This item is good
175,44,1014.8081830183763,8,This item is awful
176,5,859.4850916832944,14,This item is not bad
177,26,643.9743966168825,11,This item is not bad
178,27,1397.455698070061,6,This item is not bad
179,30,38.79094967386162,1,This is what I want
180,23,736.6237237857899,13,This item is awful
181,45,1101.0089942286913,11,This item is great
182,31,1461.6860692173298,14,This item is great
183,45,688.8944122529855,4,This item is perfect
184,12,262.07463510490817,8,This item is awful
185,44,1674.566115313046,7,This is what I want
186,1,702.8960573871352,11,This item is awful
187,18,1909.4212183429559,6,This item is great
188,20,1351.541875468727,6,This item is awful
189,4,245.02079226991415,3,This item is great
190,1,1203.8913456147538,9,This item is not bad
191,26,1411.5071923592595,2,This item is awful
192,12,704.6893900296195,6,This is what I want
193,27,1476.848796246364,2,This item is not bad
194,5,724.5586840379204,7,This item is perfect
195,13,521.7475720374297,12,This item is perfect
196,24,358.07450859354645,2,This item is perfect
197,28,1638.0524692249328,11,This item is not bad
198,47,879.1739441421403,8,This is what I want
199,3,835.0780639989782,2,This item is good
200,33,791.2318976900228,14,This is what I want
201,22,741.8831243727939,2,This item is good
202,39,379.0044666899385,1,This item is not bad
203,26,1005.1736248991414,1,This item is awful
204,19,638.9949482591954,5,This item is awful
205,21,1213.8892853160228,6,This item is awful
206,35,1510.6619976660506,1,This item is great
207,31,1678.3678430309765,4,This item is good
208,16,1403.4820423794831,9,This item is awful
209,20,1822.1128692877005,3,This item is awful
210,30,969.7939109050109,6,This item is not bad
211,41,899.3841657180445,13,This item is good
212,28,1442.1575425406702,5,This item is perfect
213,42,793.3699976208372,8,This item is perfect
214,40,1690.2012067361422,7,This item is great
215,37,1229.2594867608009,3,This item is awful
216,50,124.14985880565004,12,This item is not bad
217,33,893.8500604583954,10,This item is good
218,39,477.7763927458318,5,This item is awful
219,34,482.51407449694267,12,This item is not bad
220,48,1955.5699267608268,10,This item is not bad
221,36,135.7227336080212,8,This is what I want
222,41,1875.2332224577317,3,This item is good
223,45,1179.9343119221019,3,This item is good
224,27,317.4201452658716,8,This item is good
225,40,471.6936363308133,14,This item is awful
226,19,390.6263622662558,10,This item is perfect
227,49,1735.8939782910286,15,This item is awful
228,40,900.2208718749888,3,This item is awful
229,50,672.7464936604609,11,This item is awful
230,21,88.63128535541846,4,This item is perfect
231,23,438.89571753370905,3,This item is not bad
232,28,352.3629681621668,9,This item is great
233,4,1216.0375666437437,4,This is what I want
234,7,834.7555077296869,3,This item is awful
235,44,620.6513726707186,8,This item is awful
236,38,743.8971385242215,7,This item is perfect
237,40,980.1040041351122,7,This item is not bad
238,47,1206.019025130956,15,This item is great
239,10,392.9574333531102,5,This is what I want
240,44,1583.31460436929,9,This item is awful
241,44,1179.2142342604582,13,This item is awful
242,11,1063.5733569834242,4,This item is not bad
243,48,246.21710373421504,5,This is what I want
244,12,1404.575204867562,8,This is what I want
245,50,1257.821146417511,11,This item is not bad
246,15,1109.5015236663671,13,This item is awful
247,40,869.2860323936453,12,This item is perfect
248,18,510.4836354979017,5,This item is good
249,16,1931.0750624643758,10,This item is awful
250,13,27.613928122367664,12,This item is perfect
251,27,1030.7437782880847,8,This item is perfect
252,12,935.1808694240625,9,This item is perfect
253,28,1093.6317785616939,2,This item is not bad
254,41,58.5557861732996,5,This item is good
255,9,887.695043359408,12,This is what I want
256,30,1702.8889536990428,2,This is what I want
257,32,964.8618418116682,6,This item is good
258,8,469.2618033238167,6,This is what I want
259,17,542.1217463358258,9,This item is perfect
260,7,28.292380805357393,12,This item is good
261,24,1669.420717030149,8,This item is not bad
262,10,364.9867998670219,3,This is what I want
263,44,671.3543386899248,12,This item is not bad
264,49,295.84542910640926,13,This is what I want
265,36,495.26329052641034,13,This item is not bad
266,24,761.4205315736101,5,This item is great
267,24,1673.4547301475395,13,This item is not bad
268,35,1407.8900805213455,11,This is what I want
269,1,1416.6249152493813,4,This item is not bad
270,15,1351.0365463766025,4,This item is awful
271,39,694.3376744923485,13,This is what I want
272,40,647.4407785339,12,This item is perfect
273,42,937.8432773066995,8,This is what I want
274,4,482.4935412815016,5,This item is awful
275,18,372.8583787243518,3,This is what I want
276,50,1310.125079129187,3,This item is awful
277,34,259.3403555037499,11,This item is good
278,26,1098.6534060841868,1,This item is not bad
279,37,844.5677195988263,13,This is what I want
280,43,656.8534632734821,3,This item is perfect
281,15,1483.7573397925871,8,This is what I want
282,20,1787.6239384981834,15,This item is good
283,11,1929.3029993826433,5,This item is not bad
284,35,1489.014541341867,10,This item is perfect
285,4,485.94922136505414,8,This item is not bad
286,15,214.84288416813607,8,This item is perfect
287,40,1678.1037575560524,15,This item is good
288,9,1896.1627821185882,4,This item is perfect
289,45,1919.2809016347069,2,This item is great
290,35,1013.2264434230277,9,This is what I want
291,32,589.2108786096177,15,This item is awful
292,21,1603.2761301148057,13,This is what I want
293,42,405.62863832411114,10,This item is awful
294,13,79.4734913910434,11,This item is great
295,13,1256.3718399411218,5,This item is good
296,31,581.003531609177,9,This item is not bad
297,21,261.5095259402309,3,This item is perfect
298,24,1271.402471087277,6,This item is perfect
299,40,881.6674303274856,1,This is what I want
300,49,51.15599860389503,10,This item is great
301,3,1299.773504361415,7,This is what I want
302,50,1501.203814333024,11,This item is perfect
303,11,1274.3140105148009,14,This item is good
304,42,829.7684340138455,8,This item is great
305,41,627.404351259223,10,This item is good
306,19,1845.8652113223307,10,This is what I want
307,50,1355.632166909798,15,This is what I want
308,32,744.5227458595203,10,This item is good
309,11,919.9504423079306,9,This item is perfect
310,42,274.4209762447027,11,This item is not bad
311,48,108.46881007053757,6,This item is not bad
312,44,991.1056839055625,4,This item is awful
313,22,60.04337517124449,11,This item is awful
314,11,1746.3376119916563,3,This item is good
315,16,876.4653245525895,15,This item is great
316,33,771.1444188152805,12,This item is awful
317,1,137.056441233474,11,This item is great
318,46,1216.0284814848767,4,This is what I want
319,11,501.27330963995894,14,This item is not bad
320,22,681.581113155989,11,This item is not bad
321,26,1129.0978596074294,15,This item is perfect
322,35,1950.4571507784617,11,This item is not bad
323,45,370.44175767123875,10,This item is not bad
324,12,661.3085830856803,6,This item is great
325,47,1172.100269796872,11,This item is perfect
326,12,1520.1955159044699,11,This item is good
327,50,921.6031619634786,13,This is what I want
328,8,46.69974543470998,1,This item is great
329,45,123.47209147234395,2,This item is awful
330,46,1904.15258355339,3,This item is good
331,42,388.87406350768424,5,This item is awful
332,13,1505.6793871532332,8,This item is perfect
333,3,149.3237307568951,4,This item is not bad
334,22,1109.789598170052,12,This item is awful
335,48,1907.6643569812843,12,This item is not bad
336,38,1972.7537918378925,10,This item is awful
337,8,851.423755561948,8,This item is perfect
338,43,1487.4588229397707,14,This is what I want
339,5,293.9164975389345,8,This item is great
340,35,469.64856917960793,9,This item is awful
341,16,453.6981633905356,3,This item is perfect
342,18,1536.2815056879174,5,This item is perfect
343,16,477.6242746282861,11,This item is good
344,24,1835.6803055257126,15,This item is perfect
345,16,1033.0465300735425,5,This item is perfect
346,5,1407.627045359015,12,This item is good
347,6,1546.480747790918,12,This item is great
348,42,1587.9028622635217,7,This item is awful
349,24,1703.537279333548,15,This item is not bad
350,40,426.59828898201954,7,This item is not bad
351,3,156.9468152292872,13,This item is perfect
352,7,210.6510236967671,8,This item is not bad
353,13,1051.482555640824,12,This item is great
354,46,1472.7249328857226,15,This item is great
355,47,1330.2267811096438,6,This is what I want
356,10,267.24857887327727,12,This item is great
357,11,1249.8605215730418,10,This is what I want
358,45,612.1930279694338,5,This item is perfect
359,29,46.278836965406626,2,This item is good
360,33,163.68808739672102,7,This is what I want
361,47,1603.687825920452,8,This item is good
362,8,261.38709064224156,11,This item is awful
363,40,1827.2082830878546,15,This item is great
364,40,625.6257060998445,12,This item is great
365,21,1769.133400179905,11,This is what I want
366,37,1882.467461264138,3,This item is awful
367,50,456.21237180477044,11,This item is not bad
368,21,153.18076041479955,8,This item is awful
369,29,796.2961917886466,12,This item is not bad
370,20,651.4627840926684,13,This item is great
371,46,1897.6061731530783,11,This item is great
372,38,1102.512491785362,1,This is what I want
373,34,223.99134452730658,11,This item is awful
374,9,966.1156711969267,7,This item is awful
375,43,1969.8708197291096,12,This item is perfect
376,18,288.76584921503456,4,This item is perfect
377,7,1228.449587121285,14,This item is great
378,19,682.357035520865,6,This is what I want
379,28,598.3580864012023,4,This item is great
380,48,117.44561184297342,9,This item is not bad
381,24,856.3860393825918,14,This is what I want
382,3,531.2425291379344,14,This item is awful
383,19,928.8210400457807,9,This item is awful
384,30,151.85383578959326,4,This is what I want
385,11,1029.3568716255559,11,This item is good
386,9,634.0053558881931,5,This item is perfect
387,26,719.4185837804478,4,This item is not bad
388,47,1630.5212074017668,13,This item is awful
389,1,587.0121132767158,10,This item is perfect
390,46,451.63361379306906,7,This item is awful
391,19,631.3043709533843,13,This item is perfect
392,47,1790.2354632302633,15,This item is not bad
393,15,10.234125568011812,1,This item is good
394,19,1685.8289987521453,3,This item is not bad
395,48,1337.1807438311241,15,This item is great
396,5,394.8756250185387,8,This item is awful
397,2,1627.7323891871965,3,This item is perfect
398,10,364.36557371634166,13,This item is great
399,36,1834.9806381990056,14,This item is great
400,1,127.82868884259695,2,This item is awful
401,30,1893.1387862077484,11,This item is great
402,33,723.7871889912138,12,This item is not bad
403,32,197.0360192604073,14,This is what I want
404,39,522.9423650571719,15,This is what I want
405,25,1204.9761696642336,6,This is what I want
406,33,1156.9229852981514,9,This item is awful
407,12,408.11562275792795,5,This item is awful
408,32,47.615037939211774,14,This item is awful
409,21,1223.741331317368,13,This item is great
410,30,1441.6407649423566,14,This item is awful
411,8,1541.1682023048606,13,This item is great
412,31,1406.739515642647,15,This item is perfect
413,14,748.4902129770293,12,This item is perfect
414,14,601.5202327436444,11,This item is not bad
415,3,1531.8364481137642,13,This is what I want
416,39,1637.730598963126,8,This item is not bad
417,15,421.1211934758442,7,This item is perfect
418,37,1107.8053389476831,7,This item is good
419,7,1311.0142229388282,4,This item is perfect
420,15,1055.3486941012695,14,This is what I want
421,50,1066.5287654131102,12,This item is awful
422,12,523.1733821381268,5,This is what I want
423,48,1355.234767067191,10,This item is perfect
424,1,630.888309203254,5,This item is not bad
425,43,172.92408181952212,6,This is what I want
426,26,819.691552910171,14,This is what I want
427,37,1708.6416521815029,10,This item is good
428,30,1975.814711778583,8,This item is not bad
429,10,1929.1558792703179,13,This item is awful
430,6,1835.1179908199194,11,This item is perfect
431,24,421.8021972731907,12,This item is perfect
432,45,1705.2828437133417,1,This item is not bad
433,12,1217.7440404693273,15,This item is perfect
434,15,626.9816501388549,6,This item is great
435,49,539.0691455184717,3,This item is good
436,35,345.68346244425044,8,This item is great
437,3,609.4676134118755,5,This item is not bad
438,2,1310.6459269488237,9,This item is perfect
439,23,1460.984936204983,5,This item is perfect
440,35,442.6114546981641,9,This item is great
441,45,1226.3879628830614,9,This item is perfect
442,9,575.0814708156221,15,This item is good
443,35,836.6931051917527,10,This item is awful
444,36,388.9300491648779,13,This item is awful
445,37,922.6437261853703,7,This item is awful
446,2,346.2613965924684,5,This item is not bad
447,40,1003.8340622499973,6,This item is good
448,34,1435.0509949231323,4,This item is not bad
449,9,1790.777427801615,6,This is what I want
450,23,748.4158669663013,14,This item is great
451,24,1740.3995955793046,12,This item is perfect
452,8,1283.6809498762332,11,This item is great
453,12,1812.5427703139244,6,This item is good
454,13,1029.5046168332578,6,This is what I want
455,47,1326.9101775991662,8,This item is good
456,46,1085.2990564892368,14,This item is great
457,37,457.25455356043943,15,This item is good
458,44,991.2871342901129,10,This item is good
459,48,854.5304527145935,6,This item is not bad
460,32,1709.5375188600844,10,This item is great
461,42,211.53817657641505,7,This item is great
462,9,1069.2749725110962,5,This item is not bad
463,5,555.341929355691,2,This item is perfect
464,12,1919.2231729829336,6,This item is awful
465,44,1259.5851393705161,12,This item is perfect
466,41,1590.8055084330806,14,This item is awful
467,23,163.75564024047563,2,This is what I want
468,42,868.9653486670896,12,This item is not bad
469,45,356.4712626869606,15,This item is awful
470,4,1982.1772958740446,9,This item is awful
471,12,102.14073392727278,12,This item is perfect
472,36,1977.7576618168262,13,This item is perfect
473,16,683.0702258046023,9,This is what I want
474,16,961.579113823008,7,This item is good
475,12,650.4280986997231,3,This item is not bad
476,16,1719.5306914448756,2,This item is good
477,40,1736.582672812447,13,This is what I want
478,35,143.44928402652266,9,This is what I want
479,40,186.34671723735534,3,This is what I want
480,49,1420.7924437062384,14,This item is great
481,27,913.8116666533996,1,This item is awful
482,5,1262.3123218173903,1,This item is not bad
483,50,1682.5852961779442,4,This item is awful
484,34,1518.7313899892858,14,This item is perfect
485,19,1205.7986253393985,7,This item is not bad
486,50,1083.1451607447466,8,This item is not bad
487,20,1966.7526796714628,3,This item is not bad
488,32,1490.6583500935187,4,This item is perfect
489,39,1835.9966627788228,6,This item is great
490,13,767.1139845276336,6,This item is awful
491,23,213.88130325618084,1,This item is not bad
492,48,174.65432955466804,9,This item is good
493,35,750.7160890168466,12,This item is not bad
494,37,1860.351648267653,9,This item is good
495,2,376.6463063414156,7,This is what I want
496,47,757.7280356488627,8,This item is great
497,19,623.9185091334297,13,This item is good
498,33,972.9054639543766,4,This item is great
499,31,678.769763653479,7,This item is perfect
500,18,636.7001606002013,4,This item is perfect
